tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	description	url
tracking-3356	maruyama	丸山 真一朗	"Maruyama,Shinichiro"	Environmental pH signals the release of monosaccharides from cell wall in coral symbiotic alga.	"Yuu Ishii,Hironori Ishii,Takeshi Kuroha,Ryusuke Yokoyama,Ryusaku Deguchi,Kazuhiko Nishitani,Jun Minagawa,Masakado Kawata,Shunichi Takahashi,Shinichiro Maruyama"		eLife	12			2022/5/27	DOMESTIC	37594171	10.7554/eLife.80628		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37594171&retmode=xml
tracking-3359	twofourtytwo	丹野 広貴	"TANNO,HIROKI"	New gene markers for classification and quantification of Faecalibacterium spp. in the human gut.	"Hiroki Tanno,Jean-Marc Chatel,Rebeca Martin,Denis Mariat,Mitsuo Sakamoto,Masao Yamazaki,Seppo Salminen,Miguel Gueimonde,Akihito Endo"		FEMS microbiology ecology	99			2022/9/22	DOMESTIC	36990641	10.1093/femsec/fiad035		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36990641&retmode=xml
tracking-3359	twofourtytwo	丹野 広貴	"TANNO,HIROKI"	Faecalibacterium hominis Liu et al. 2023 is a later heterotypic synonym of Faecalibacterium duncaniae Sakamoto et al. 2022.	"Mitsuo Sakamoto,Naomi Sakurai,Hiroki Tanno,Takao Iino,Moriya Ohkuma,Akihito Endo"		International journal of systematic and evolutionary microbiology	73			2023/8/14	DOMESTIC	37566461	10.1099/ijsem.0.005995		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37566461&retmode=xml
tracking-3467	minoji-koki	美濃地 弘樹	"MINOJI,KOKI"	無し	無し		無し					INTERNATIONAL				
tracking-3365	euki87	矢﨑 裕規	"YAZAKI,Euki"	Genome sequencing reveals the genetic architecture of heterostyly and domestication history of common buckwheat.	"Jeffrey A Fawcett,Ryoma Takeshima,Shinji Kikuchi,Euki Yazaki,Tomoyuki Katsube-Tanaka,Yumei Dong,Meifang Li,Harriet V Hunt,Martin K Jones,Diane L Lister,Takanori Ohsako,Eri Ogiso-Tanaka,Kenichiro Fujii,Takashi Hara,Katsuhiro Matsui,Nobuyuki Mizuno,Kazusa Nishimura,Tetsuya Nakazaki,Hiroki Saito,Naoko Takeuchi,Mariko Ueno,Daiki Matsumoto,Miyu Norizuki,Kenta Shirasawa,Chengyun Li,Hideki Hirakawa,Tatsuya Ota,Yasuo Yasui"		Nature plants	9		1236-1251	2023/1/26	DOMESTIC	37563460	10.1038/s41477-023-01474-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37563460&retmode=xml
tracking-3366	ehondo	本道 栄一	"Hondo,Eiichi"	"Antiviral effects of micafungin against pteropine orthoreovirus, an emerging zoonotic virus carried by bats"	"Hondo E, Katta T, Sato A, Kadofusa N, Ishibashi T, Shimoda H, Katoh H, Iida A."		Virus Research				2024/1/22	INTERNATIONAL		doi: 10.1016/j.virusres.2023.199248.		
tracking-3367	ehondo	本道 栄一	"Hondo,Eiichi"	"Antiviral effects of micafungin against pteropine orthoreovirus, an emerging zoonotic virus carried by bats"	"Hondo E, Katta T, Sato A, Kadofusa N, Ishibashi T, Shimoda H, Katoh H, Iida A."		Virus Research				2024/1/22	INTERNATIONAL		doi: 10.1016/j.virusres.2023.199248.		
tracking-3369	canhuang	黄 燦	"HUANG,CAN"	無し	無し		無し					INTERNATIONAL				
tracking-3376	kuritauco	栗田 悠子	"Kurita,Yuko"	無し	無し		無し					INTERNATIONAL				
tracking-3377	plantri	小林 奈通子	"Kobayashi,Natsuko I. "	無し	無し		無し					INTERNATIONAL				
tracking-3378	mhorie	堀江 真行	"Horie,Masayuki"	なし	なし		なし					INTERNATIONAL				
tracking-3385	dwake-otter	和久 大介	"WAKU,DAISUKE"	Complete mitochondrial genome sequencing reveals double-buried Jomon individuals excavated from the Ikawazu shell-mound site were not in a mother?child relationship	"Daisuke Waku, Takashi Gakuhari, Kae Koganebuchi, Minoru Yoneda, Osamu Kondo, Tadayuki Masuyama, Yasuhiro Yamada, Hiroki Oota"	和久大介・覺張隆史・小金渕佳江・米田穣・近藤修・増山禎之・山田康弘・太田博樹	Anthropological Science	130	1	39-45	2022/3/3	INTERNATIONAL		https://doi.org/10.1537/ase.220129	過去に報告していない気がしましたので、遅ればせながら報告いたします。	https://www.jstage.jst.go.jp/article/ase/130/1/130_220129/_article/-char/ja/
tracking-3386	tohno	遠野 雅徳	"tohno,masanori"	"Clostridium folliculivorans sp. nov., isolated from soil samples of an organic paddy in Japan."	"Junko Tazawa,Hisami Kobayashi,Yasuhiro Tanizawa,Akira Uchino,Fukuyo Tanaka,Yasufumi Urashima,Shigenori Miura,Mitsuo Sakamoto,Moriya Ohkuma,Masanori Tohno"		International journal of systematic and evolutionary microbiology	73			2023/5/1	DOMESTIC	37103467	10.1099/ijsem.0.005876		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37103467&retmode=xml
tracking-3387	rfujita	藤田 凌平	"Fujita,Ryohei"	なし	なし		なし					INTERNATIONAL				
tracking-3390	nishii	西井 かなえ	"nishii,kanae"	Target capture and genome skimming for plant diversity studies	"Flavia Fonseca Pezzini, Giada Ferrari, Laura Lowe Forrest, Michelle L Hart, Kanae Nishii, Catherine Kidner"		Application in Plant Sciences	11		e11537		INTERNATIONAL			NGSを用いて系統樹作成をするための方法を記した論文である。	
tracking-3390	nishii	西井 かなえ	"nishii,kanae"	"A high quality, high molecular weight DNA extraction method for PacBio HiFi genome sequencing of recalcitrant plants"	"?	Kanae Nishii, Michael Moller, Robert G. Foster, Laura L. Forrest, Nathan Kelso, Sadie Barber, Caroline Howard, Michelle L. Hart "		Plant Methods	19		41		INTERNATIONAL			PacBio HiFi法によるゲノムシーケンスのために、植物のDNA抽出法を検討した。シーケンス結果をアッセンブリし、抽出法が適していることを確認した。	
tracking-3391	yoshi-muto	武藤 吉徳	"Muto,Yoshinori"	Identification of cfxA gene variants and susceptibility patterns in β-lactamase- producing Prevotella strains	"Sodai Yokoyama, Masahiro Hayashi, Takatsugu Goto, Yoshinori Muto, Kaori Tanaka"		Anaerobe					INTERNATIONAL	36580990			
tracking-3394	msdmsk	増田 美咲	"Masuda,Misaki"	なし	なし		なし					INTERNATIONAL				
tracking-3421	kaki	尾上 典之	"ONOUE,NORIYUKI"	Inbreeding depression in yield-related traits revealed by high-throughput sequencing in hexaploid persimmon breeding populations	"Noriyuki Onoue, Atsushi Kono, Akifumi Azuma, Ryusuke Matsuzaki, Atsushi J. Nagano, Akihiko Sato"		 EUPHYTICA	218		125	2022/8/11	INTERNATIONAL		10.1007/s10681-022-03073-1		
tracking-3445	hamabata123	浜端 朋子	"Hamabata,Tomoko"	Twenty-year changes in the composition of a mixed stock of foraging green turtles in the Yaeyama Islands of Japan	"Tomoko Hamabata, Masakado Kawata, Satomi Kondo, Ayumi Matsuo, Yoshihisa Suyama, Kazuyuki Suzuki, Kazunari Kameda"		Marine Ecology Progress Series	716		93?105	2023/8/10	INTERNATIONAL		https://doi.org/10.3354/meps14367		https://www.int-res.com/abstracts/meps/v716/p93-105/
tracking-3455	shota	岡田 翔太	"okada,shota"	ヒザラガイの磁鉄鉱歯生成機構解明に向けたRNAデータ解析	岡田翔太		卒業論文					DOMESTIC			ヒザラガイの中腸線から採取したRNAデータを解析し、分泌型フェリチンが多く生成されていることを見出し、分泌型フェリチンが中腸線から歯舌組織へと移動している可能性が高いことがわかった。	
tracking-3470	kawaji	川路 英哉	"kawaji,hideya"	PLA2G2E-mediated lipid metabolism triggers brain-autonomous neural repair after ischemic stroke.	"Akari Nakamura,Seiichiro Sakai,Yoshitaka Taketomi,Jun Tsuyama,Yoshimi Miki,Yuichiro Hara,Nobutaka Arai,Yuki Sugiura,Hideya Kawaji,Makoto Murakami,Takashi Shichita"		Neuron	111		2995-3010.e9	2022/6/1	DOMESTIC	37490917	10.1016/j.neuron.2023.06.024		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37490917&retmode=xml
tracking-3472	shusei89	森 秀世	"mori,shusei"	Cotranscriptional demethylation induces global loss of H3K4me2 from active genes in Arabidopsis.	"Shusei Mori,Satoyo Oya,Mayumi Takahashi,Kazuya Takashima,Soichi Inagaki,Tetsuji Kakutani"		The EMBO journal	42		e113798	2023/9/20	DOMESTIC	37849386	10.15252/embj.2023113798		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37849386&retmode=xml
tracking-3476	yago	郷 康広	"Go,Yasuhiro"	Neuronal DSCAM regulates the peri-synaptic localization of GLAST in Bergmann glia for functional synapse formation.	"Ken-Ichi Dewa,Nariko Arimura,Wataru Kakegawa,Masayuki Itoh,Toma Adachi,Satoshi Miyashita,Yukiko U Inoue,Kento Hizawa,Kei Hori,Natsumi Honjoya,Haruya Yagishita,Shinichiro Taya,Taisuke Miyazaki,Chika Usui,Shoji Tatsumoto,Akiko Tsuzuki,Hirotomo Uetake,Kazuhisa Sakai,Kazuhiro Yamakawa,Takuya Sasaki,Jun Nagai,Yoshiya Kawaguchi,Masaki Sone,Takayoshi Inoue,Yasuhiro Go,Noritaka Ichinohe,Kozo Kaibuchi,Masahiko Watanabe,Schuichi Koizumi,Michisuke Yuzaki,Mikio Hoshino"		Nature communications	15		458	2022/3/15	DOMESTIC	38302444	10.1038/s41467-023-44579-z		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38302444&retmode=xml
tracking-3476	yago	郷 康広	"Go,Yasuhiro"	A predisposed motor bias shapes individuality in vocal learning.	"Noriyuki Toji,Azusa Sawai,Hongdi Wang,Yu Ji,Rintaro Sugioka,Yasuhiro Go,Kazuhiro Wada"		Proceedings of the National Academy of Sciences of the United States of America	121		e2308837121	2024/7/10	DOMESTIC	38198530	10.1073/pnas.2308837121		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38198530&retmode=xml
tracking-3476	yago	郷 康広	"Go,Yasuhiro"	The admixed brushtail possum genome reveals invasion history in New Zealand and novel imprinted genes.	"Donna M Bond,Oscar Ortega-Recalde,Melanie K Laird,Takashi Hayakawa,Kyle S Richardson,Finlay C B Reese,Bruce Kyle,Brooke E McIsaac-Williams,Bruce C Robertson,Yolanda van Heezik,Amy L Adams,Wei-Shan Chang,Bettina Haase,Jacquelyn Mountcastle,Maximilian Driller,Joanna Collins,Kerstin Howe,Yasuhiro Go,Francoise Thibaud-Nissen,Nicholas C Lister,Paul D Waters,Olivier Fedrigo,Erich D Jarvis,Neil J Gemmell,Alana Alexander,Timothy A Hore"		Nature communications	14		6364	2022/12/12	DOMESTIC	37848431	10.1038/s41467-023-41784-8		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37848431&retmode=xml
tracking-3476	yago	郷 康広	"Go,Yasuhiro"	Ghost introgression in ricefishes of the genus Adrianichthys in an ancient Wallacean lake.	"Kazunori Yamahira,Hirozumi Kobayashi,Ryo Kakioka,Javier Montenegro,Kawilarang W A Masengi,Noboru Okuda,Atsushi J Nagano,Rieko Tanaka,Kiyoshi Naruse,Shoji Tatsumoto,Yasuhiro Go,Satoshi Ansai,Junko Kusumi"		Journal of evolutionary biology	36		1484-1493	2023/7/6	DOMESTIC	37737547	10.1111/jeb.14223		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37737547&retmode=xml
tracking-3476	yago	郷 康広	"Go,Yasuhiro"	Gene expression profiling of the masticatory muscle tendons and Achilles tendons under tensile strain in the Japanese macaque Macaca fuscata.	"Ko Ito,Yasuhiro Go,Shoji Tatsumoto,Chika Usui,Yosuke Mizuno,Eiji Ikami,Yuta Isozaki,Michihiko Usui,Takeshi Kajihara,Tetsuya Yoda,Ken-Ichi Inoue,Masahiko Takada,Tsuyoshi Sato"		PloS one	18		e0280649	2022/3/24	DOMESTIC	36656905	10.1371/journal.pone.0280649		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=36656905&retmode=xml
tracking-3478	csaoki	青木 誠志郎	"Aoki,Seishiro"	A fungal sesquiterpene biosynthesis gene cluster critical for mutualist-pathogen transition in Colletotrichum tofieldiae	"Kei Hiruma, Seishiro Aoki, Junya Takino, Takeshi Higa, Yuniar Devi Utami, Akito Shiina, Masanori Okamoto, Masami Nakamura, Nanami Kawamura, Yoshihiro Ohmori, Ryohei Sugita, Keitaro Tanoi, Toyozo Sato, Hideaki Oikawa, Atsushi Minami, Wataru Iwasaki, Yusuke Saijo"		Nature Communications				2023/9/6	INTERNATIONAL	37673872	10.1038/s41467-023-40867-w		
tracking-3490	a-abe	阿部 陽	"Abe,Akira"	Whole-genome analysis of recombinant inbred rice lines reveals a quantitative trait locus on chromosome 3 with genotype-by-environment interaction effects	"Toshiyuki Sakai, Tomoaki Fujioka, Toyokazu Uemura, Shinichi Saito, Ryohei Terauchi, Akira Abe"		G3 Genes|Genomes|Genetics	13	6	jkad082	2023/6/30	INTERNATIONAL		https://doi.org/10.1093/g3journal/jkad082		https://doi.org/10.1093/g3journal/jkad082
tracking-3490	a-abe	阿部 陽	"Abe,Akira"	Upcycling rice yield trial data using a weather-driven crop growth model	"Hiroyuki Shimono, Akira Abe, Chyon Hae Kim, Chikashi Sato, Hiroyoshi Iwata"		Communications Biology	6		764	2023/6/21	INTERNATIONAL		https://doi.org/10.1038/s42003-023-05145-x		https://doi.org/10.1038/s42003-023-05145-x
tracking-3490	a-abe	阿部 陽	"Abe,Akira"	V-primer: software for the efficient design of genome-wide InDel and SNP markers from multi-sample variant call format (VCF) genotyping data	"Satoshi Natsume, Kaori Oikawa, Chihiro Nomura, Kazue Ito, Hiroe Utsushi, Motoki Shimizu, Ryohei Terauchi, Akira Abe"		Breeding Science	73		415-420	2023/9/9	INTERNATIONAL		https://doi.org/10.1270/jsbbs.23018		https://doi.org/10.1270/jsbbs.23018
tracking-3496	yminakuc	水口 洋平	"Minakuchi,Yohei"	Expanded male sex-determining region conserved during the evolution of homothallism in the green alga Volvox.	"Kayoko Yamamoto,Ryo Matsuzaki,Wuttipong Mahakham,Wirawan Heman,Hiroyuki Sekimoto,Masanobu Kawachi,Yohei Minakuchi,Atsushi Toyoda,Hisayoshi Nozaki"		iScience	26		106893	2023/2/28	DOMESTIC	37378338	10.1016/j.isci.2023.106893		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37378338&retmode=xml
tracking-3496	yminakuc	水口 洋平	"Minakuchi,Yohei"	Identification of small-sized intrachromosomal segments at the ends of INV-DUP-DEL patterns.	"Keiko Shimojima Yamamoto,Takeaki Tamura,Nobuhiko Okamoto,Eriko Nishi,Atsuko Noguchi,Ikuko Takahashi,Yukio Sawaishi,Masaki Shimizu,Hitoshi Kanno,Yohei Minakuchi,Atsushi Toyoda,Toshiyuki Yamamoto"		Journal of human genetics	68		751-757	2023/2/9	DOMESTIC	37423943	10.1038/s10038-023-01181-x		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37423943&retmode=xml
tracking-3497	dbadmin	豊田 敦	"Toyoda,Atsushi"	Expanded male sex-determining region conserved during the evolution of homothallism in the green alga Volvox.	"Kayoko Yamamoto,Ryo Matsuzaki,Wuttipong Mahakham,Wirawan Heman,Hiroyuki Sekimoto,Masanobu Kawachi,Yohei Minakuchi,Atsushi Toyoda,Hisayoshi Nozaki"		iScience	26		106893	2023/2/28	DOMESTIC	37378338	10.1016/j.isci.2023.106893		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37378338&retmode=xml
tracking-3497	dbadmin	豊田 敦	"Toyoda,Atsushi"	Identification of small-sized intrachromosomal segments at the ends of INV-DUP-DEL patterns.	"Keiko Shimojima Yamamoto,Takeaki Tamura,Nobuhiko Okamoto,Eriko Nishi,Atsuko Noguchi,Ikuko Takahashi,Yukio Sawaishi,Masaki Shimizu,Hitoshi Kanno,Yohei Minakuchi,Atsushi Toyoda,Toshiyuki Yamamoto"		Journal of human genetics	68		751-757	2023/2/9	DOMESTIC	37423943	10.1038/s10038-023-01181-x		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37423943&retmode=xml
tracking-3498	akatsumata	勝又 明子	"Katsumata,Akiko"	無し	無し		無し					INTERNATIONAL				
tracking-3499	a-katsumata	勝又 明子	"Katsumata,Akiko"	無し	無し		無し					INTERNATIONAL				
tracking-3501	akatsu02	勝又 明子	"Katsumata,Akiko"	無し	無し		無し					INTERNATIONAL				
tracking-3513	tome	豊留 孝仁	"TOYOTOME,TAKAHITO"	なし	なし		なし					INTERNATIONAL				
tracking-3649	mshibata	柴田 芽依	"Shibata,Mei"	無し	無し		無し					INTERNATIONAL				
tracking-3521	togchemi	栂 浩平	"Toga,Kouhei"	Long-read genome assembly of the Japanese parasitic wasp Copidosoma floridanum (Hymenoptera: Encyrtidae)	"Kouhei Toga, Takuma Sakamoto, Miyuki Kanda,  Keita Tamura, Keisuke Okuhara,  Hiroko Tabunoki,  Hidemasa Bono"		bioRxiv					INTERNATIONAL		https://doi.org/10.1101/2023.09.24.559078	キンウワバトビコバチのゲノム解読を行った．遺伝研スパコンは，hifiasmによるゲノムアセンブリに利用した．	
tracking-3528	yasunobumaeda	前田 安信	"MAEDA,YASUNOBU"	なし	なし		なし					INTERNATIONAL				
tracking-3529	sr304016	孫 思墨	"Sun,Simo"	Syntenic relationship of chromosomes in Strongyloides species and Rhabditophanes diutinus based on the chromosome-level genome assemblies	"Asuka Kounosu, Simo Sun, Yasunobu Maeda, Mehmet Dayi, Akemi Yoshida, Haruhiko Maruyama, Vicky Hunt, Asako Sugimoto and Taisei Kikuchi"		Philosophical Transactions of the Royal society B					INTERNATIONAL				
tracking-3530	hirokazu_okym	加藤 大和	"Katoh,Hirokazu"	なし	なし		なし					INTERNATIONAL				
tracking-3531	hirokazu_okym	加藤 大和	"Katoh,Hirokazu"	なし	なし		なし					INTERNATIONAL				
tracking-3535	takahiro-okada	岡田 貴裕	"Okada,Takahiro"	The complete chloroplast genome sequence of Lithospermum erythrorhizon: Insights into the phylogenetic relationship among Boraginaceae species and the maternal lineages of purple gromwells	"Takahiro Okada, Keiichi Watanabe"		Plant Gene	37		100447	2024/1/17	INTERNATIONAL		10.1016/j.plgene.2024.100447	"In Japan, Lithospermum erythrorhizon grows in the wild, and its roots are traditionally used for dyeing and medicinal purposes. However, due to excessive harvesting and changes in the natural environment, the population of this species has significantly declined over the past decades. To conserve the domestic varieties, it is important to obtain genomic information that accurately represents their pure lineage. The objective of this study was to characterize the chloroplast genome, which serves as a valuable phylogenetic marker, using next-generation sequencing. The results revealed that the DNA has a typical quadripartite structure, spanning 150,478 bp with a GC content of 35.5%. A total of 113 unique genes are encoded, including 80 protein-coding genes, 4 ribosomal RNA genes, and 29 transfer RNA genes. Comparative plastome analyses involving 13 Boraginaceae species, including L. erythrorhizon, showed high similarities in the gene order and codon usage, while an accelerated substitution rate was observed in matK. Phylogenetic analyses using this gene and 71 common protein-coding genes indicated a close evolutional relationship between L. erythrorhizon and Glandora prostrata. Furthermore, when comparing the chloroplast genome assembly data of a Chinese variety, a total of 44 structural variants were identified. Most of these variants were mononucleotide or dinucleotide in size, but a 70 bp insertion/deletion was identified in the intergenic region flanked by the accD and psaI genes. The presence of this relatively substantial structural variant indicates that the maternal lineages of the Japanese and Chinese varieties examined in this study are distinctly different."	https://www.sciencedirect.com/science/article/pii/S2352407324000027
tracking-3536	nsakurai	櫻井 望	"Sakurai,Nozomu"	The Thing Metabolome Repository?family (XMRs): comparable untargeted metabolome databases for analyzing sample-specific unknown metabolites.	"Nozomu Sakurai,Shinichi Yamazaki,Kunihiro Suda,Ai Hosoki,Nayumi Akimoto,Haruya Takahashi,Daisuke Shibata,Yuichi Aoki"		Nucleic Acids Research	51		D660-D677	2022/10/25	INTERNATIONAL	36417935	10.1093/nar/gkac1058	昨年も記載したかもしれません。	https://doi.org/10.1093/nar/gkac1058
tracking-3538	saeki-my	佐伯 真弓	"Saeki,Mayumi"	無し	無し		無し					INTERNATIONAL				
tracking-3540	chisako	木田 千紗子	"Kida,Chisako"	無し	無し		無し					DOMESTIC				
tracking-3588	kitagawa	北川 瑶子	"KITAGAWA,YOHKO"	ZEB2 and MEIS1 independently contribute to hematopoiesis via early hematopoietic enhancer activation.	"Yohko Kitagawa,Akihiro Ikenaka,Ryohichi Sugimura,Akira Niwa,Megumu K Saito"		iScience	26		107893	2023/9/9	INTERNATIONAL	37771659	10.1016/j.isci.2023.107893		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37771659&retmode=xml
tracking-3541	tnakashima1028	中島 拓真	"Nakashima,Takuma"	Development of a rapid and comprehensive genomic profiling test supporting diagnosis and research for gliomas.	"Takuma Nakashima,Ryo Yamamoto,Makoto Ohno,Hirokazu Sugino,Masamichi Takahashi,Yusuke Funakoshi,Shohei Nambu,Atsuhito Uneda,Shunsuke Yanagisawa,Takeo Uzuka,Yoshiki Arakawa,Ryosuke Hanaya,Joji Ishida,Koji Yoshimoto,Ryuta Saito,Yoshitaka Narita,Hiromichi Suzuki"		Brain tumor pathology				2023/9/15	DOMESTIC	38332448	10.1007/s10014-023-00476-3		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38332448&retmode=xml
tracking-3542	ktamagawa	玉川 克典	"tamagawa,katsunori"	Transcriptomic signatures associated with underlying rapid changes in the early phase brain of bi-directional sex change in Trimma okinawae.	"Katsunori Tamagawa,Tomoki Sunobe,Takashi Makino,Masakado Kawata"		Royal Society open science	10	12	231450	2023/12/6	INTERNATIONAL	38077214	10.1098/rsos.231450		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38077214&retmode=xml
